"module name","license","repository"
"is-typed-array@1.1.15","MIT","https://github.com/inspect-js/is-typed-array"
"is-unicode-supported@1.3.0","MIT","https://github.com/sindresorhus/is-unicode-supported"
"is-unicode-supported@2.1.0","MIT","https://github.com/sindresorhus/is-unicode-supported"
"is-weakmap@2.0.2","MIT","https://github.com/inspect-js/is-weakmap"
"is-weakref@1.1.1","MIT","https://github.com/inspect-js/is-weakref"
"is-weakset@2.0.4","MIT","https://github.com/inspect-js/is-weakset"
"is-wsl@3.1.1","MIT","https://github.com/sindresorhus/is-wsl"
"isarray@2.0.5","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isexe@3.1.5","BlueOak-1.0.0","https://github.com/isaacs/isexe"
"iterator.prototype@1.1.5","MIT","https://github.com/ljharb/Iterator.prototype"
"jazz-midi@1.7.9","MIT","https://github.com/jazz-soft/jazz-midi"
"jiti@2.6.1","MIT","https://github.com/unjs/jiti"
"jose@6.2.2","MIT","https://github.com/panva/jose"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@4.1.1","MIT","https://github.com/nodeca/js-yaml"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-schema-traverse@1.0.0","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-schema-typed@8.0.2","BSD-2-Clause","https://github.com/RemyRylan/json-schema-typed"
"json-schema@0.4.0","(AFL-2.1 OR BSD-3-Clause)","https://github.com/kriszyp/json-schema"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@1.0.2","MIT","https://github.com/json5/json5"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"jsonfile@6.2.0","MIT","https://github.com/jprichardson/node-jsonfile"
"jsx-ast-utils@3.3.5","MIT","https://github.com/jsx-eslint/jsx-ast-utils"
"jzz@1.9.6","MIT","https://github.com/jazz-soft/JZZ"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"kleur@3.0.3","MIT","https://github.com/lukeed/kleur"
"kleur@4.1.5","MIT","https://github.com/lukeed/kleur"
"language-subtag-registry@0.3.23","CC0-1.0","https://github.com/mattcg/language-subtag-registry"
"language-tags@1.0.9","MIT","https://github.com/mattcg/language-tags"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lightningcss-darwin-arm64@1.32.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lightningcss@1.32.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"log-symbols@6.0.0","MIT","https://github.com/sindresorhus/log-symbols"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lucide-react@0.577.0","ISC","https://github.com/lucide-icons/lucide"
"magic-string@0.30.21","MIT","https://github.com/Rich-Harris/magic-string"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"media-typer@1.1.0","MIT","https://github.com/jshttp/media-typer"
"merge-descriptors@2.0.0","MIT","https://github.com/sindresorhus/merge-descriptors"
"merge-stream@2.0.0","MIT","https://github.com/grncdr/merge-stream"
"merge2@1.4.1","MIT","https://github.com/teambition/merge2"
"micromatch@4.0.8","MIT","https://github.com/micromatch/micromatch"
"midi-writer-js@3.2.1","MIT","https://github.com/grimmdude/MidiWriterJS"
"mime-db@1.54.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@3.0.2","MIT","https://github.com/jshttp/mime-types"
"mimic-fn@2.1.0","MIT","https://github.com/sindresorhus/mimic-fn"
"mimic-function@5.0.1","MIT","https://github.com/sindresorhus/mimic-function"
"minimatch@10.2.4","BlueOak-1.0.0","https://github.com/isaacs/minimatch"
"minimatch@3.1.5","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"msw@2.12.14","MIT","https://github.com/mswjs/msw"
"mute-stream@2.0.0","ISC","https://github.com/npm/mute-stream"
"nanoid@3.3.11","MIT","https://github.com/ai/nanoid"
"napi-postinstall@0.3.4","MIT","https://github.com/un-ts/napi-postinstall"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"negotiator@1.0.0","MIT","https://github.com/jshttp/negotiator"
"next@16.2.1","MIT","https://github.com/vercel/next.js"
"node-domexception@1.0.0","MIT","https://github.com/jimmywarting/node-domexception"
"node-exports-info@1.6.0","MIT","https://github.com/inspect-js/node-exports-info"
"node-fetch@3.3.2","MIT","https://github.com/node-fetch/node-fetch"
"node-releases@2.0.36","MIT","https://github.com/chicoxyzzy/node-releases"
"npm-run-path@4.0.1","MIT","https://github.com/sindresorhus/npm-run-path"
"npm-run-path@6.0.0","MIT","https://github.com/sindresorhus/npm-run-path"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-inspect@1.13.4","MIT","https://github.com/inspect-js/object-inspect"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys"
"object-treeify@1.1.33","MIT","https://github.com/blackflux/object-treeify"
"object.assign@4.1.7","MIT","https://github.com/ljharb/object.assign"
"object.entries@1.1.9","MIT","https://github.com/es-shims/Object.entries"
"object.fromentries@2.0.8","MIT","https://github.com/es-shims/Object.fromEntries"
"object.groupby@1.0.3","MIT","https://github.com/es-shims/Object.groupBy"
"object.values@1.2.1","MIT","https://github.com/es-shims/Object.values"
"on-finished@2.4.1","MIT","https://github.com/jshttp/on-finished"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"onetime@5.1.2","MIT","https://github.com/sindresorhus/onetime"
"onetime@7.0.0","MIT","https://github.com/sindresorhus/onetime"
"open@11.0.0","MIT","https://github.com/sindresorhus/open"
"optionator@0.9.4","MIT","https://github.com/gkz/optionator"
"ora@8.2.0","MIT","https://github.com/sindresorhus/ora"
"outvariant@1.4.3","MIT","https://github.com/open-draft/outvariant"
"own-keys@1.0.1","MIT","https://github.com/ljharb/own-keys"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"parse-ms@4.0.0","MIT","https://github.com/sindresorhus/parse-ms"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"path-browserify@1.0.1","MIT","https://github.com/browserify/path-browserify"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-key@4.0.0","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-to-regexp@6.3.0","MIT","https://github.com/pillarjs/path-to-regexp"
"path-to-regexp@8.3.0","MIT","https://github.com/pillarjs/path-to-regexp"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"picomatch@4.0.3","MIT","https://github.com/micromatch/picomatch"
"pkce-challenge@5.0.1","MIT","https://github.com/crouchcd/pkce-challenge"
"possible-typed-array-names@1.1.0","MIT","https://github.com/ljharb/possible-typed-array-names"
"postcss-selector-parser@7.1.1","MIT","https://github.com/postcss/postcss-selector-parser"
"postcss@8.4.31","MIT","https://github.com/postcss/postcss"
"postcss@8.5.8","MIT","https://github.com/postcss/postcss"
"powershell-utils@0.1.0","MIT","https://github.com/sindresorhus/powershell-utils"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"pretty-ms@9.3.0","MIT","https://github.com/sindresorhus/pretty-ms"
"prompts@2.4.2","MIT","https://github.com/terkelg/prompts"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"proxy-addr@2.0.7","MIT","https://github.com/jshttp/proxy-addr"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"qs@6.15.0","BSD-3-Clause","https://github.com/ljharb/qs"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@3.0.2","MIT","https://github.com/stream-utils/raw-body"
"react-dom@19.2.4","MIT","https://github.com/facebook/react"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react@19.2.4","MIT","https://github.com/facebook/react"
"recast@0.23.11","MIT","https://github.com/benjamn/recast"
"reflect.getprototypeof@1.0.10","MIT","https://github.com/es-shims/Reflect.getPrototypeOf"
"regexp.prototype.flags@1.5.4","MIT","https://github.com/es-shims/RegExp.prototype.flags"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"require-from-string@2.0.2","MIT","https://github.com/floatdrop/require-from-string"
"reselect@5.1.1","MIT","https://github.com/reduxjs/reselect"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve-pkg-maps@1.0.0","MIT","https://github.com/privatenumber/resolve-pkg-maps"
"resolve@1.22.11","MIT","https://github.com/browserify/resolve"
"resolve@2.0.0-next.6","MIT","https://github.com/browserify/resolve"
"restore-cursor@5.1.0","MIT","https://github.com/sindresorhus/restore-cursor"
"rettime@0.10.1","MIT","https://github.com/kettanaito/rettime"
"reusify@1.1.0","MIT","https://github.com/mcollina/reusify"
"router@2.2.0","MIT","https://github.com/pillarjs/router"
"run-applescript@7.1.0","MIT","https://github.com/sindresorhus/run-applescript"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"safe-array-concat@1.1.3","MIT","https://github.com/ljharb/safe-array-concat"
"safe-push-apply@1.0.0","MIT","https://github.com/ljharb/safe-push-apply"
"safe-regex-test@1.1.0","MIT","https://github.com/ljharb/safe-regex-test"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"scheduler@0.27.0","MIT","https://github.com/facebook/react"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.7.4","ISC","https://github.com/npm/node-semver"
"send@1.2.1","MIT","https://github.com/pillarjs/send"
"seqtrack-composer@0.1.0","UNLICENSED",""
"serve-static@2.2.1","MIT","https://github.com/expressjs/serve-static"
"set-function-length@1.2.2","MIT","https://github.com/ljharb/set-function-length"
"set-function-name@2.0.2","MIT","https://github.com/ljharb/set-function-name"
"set-proto@1.0.0","MIT","https://github.com/ljharb/set-proto"
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"shadcn@4.1.0","MIT","https://github.com/shadcn-ui/ui"
"sharp@0.34.5","Apache-2.0","https://github.com/lovell/sharp"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"side-channel-list@1.0.0","MIT","https://github.com/ljharb/side-channel-list"
"side-channel-map@1.0.1","MIT","https://github.com/ljharb/side-channel-map"
"side-channel-weakmap@1.0.2","MIT","https://github.com/ljharb/side-channel-weakmap"
"side-channel@1.1.0","MIT","https://github.com/ljharb/side-channel"
"signal-exit@3.0.7","ISC","https://github.com/tapjs/signal-exit"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"sisteransi@1.0.5","MIT","https://github.com/terkelg/sisteransi"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"stable-hash@0.0.5","MIT","https://github.com/shuding/stable-hash"
"statuses@2.0.2","MIT","https://github.com/jshttp/statuses"
"stdin-discarder@0.2.2","MIT","https://github.com/sindresorhus/stdin-discarder"
"stop-iteration-iterator@1.1.0","MIT","https://github.com/ljharb/stop-iteration-iterator"
"strict-event-emitter@0.5.1","MIT","https://github.com/open-draft/strict-event-emitter"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string-width@7.2.0","MIT","https://github.com/sindresorhus/string-width"
"string.prototype.includes@2.0.1","MIT","https://github.com/mathiasbynens/String.prototype.includes"
"string.prototype.matchall@4.0.12","MIT","https://github.com/es-shims/String.prototype.matchAll"
"string.prototype.repeat@1.0.0","MIT","https://github.com/mathiasbynens/String.prototype.repeat"
"string.prototype.trim@1.2.10","MIT","https://github.com/es-shims/String.prototype.trim"
"string.prototype.trimend@1.0.9","MIT","https://github.com/es-shims/String.prototype.trimEnd"
"string.prototype.trimstart@1.0.8","MIT","https://github.com/es-shims/String.prototype.trimStart"
"stringify-object@5.0.0","BSD-2-Clause","https://github.com/yeoman/stringify-object"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@7.2.0","MIT","https://github.com/chalk/strip-ansi"
"strip-bom@3.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-final-newline@2.0.0","MIT","https://github.com/sindresorhus/strip-final-newline"
"strip-final-newline@4.0.0","MIT","https://github.com/sindresorhus/strip-final-newline"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"styled-jsx@5.1.6","MIT","https://github.com/vercel/styled-jsx"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"swr@2.4.1","MIT","https://github.com/vercel/swr"
"tabbable@6.4.0","MIT","https://github.com/focus-trap/tabbable"
"tagged-tag@1.0.0","MIT","https://github.com/sindresorhus/tagged-tag"
"tailwind-merge@3.5.0","MIT","https://github.com/dcastil/tailwind-merge"
"tailwindcss@4.2.2","MIT","https://github.com/tailwindlabs/tailwindcss"
"tapable@2.3.0","MIT","https://github.com/webpack/tapable"
"throttleit@2.1.0","MIT","https://github.com/sindresorhus/throttleit"
"tiny-invariant@1.3.3","MIT","https://github.com/alexreardon/tiny-invariant"
"tinyglobby@0.2.15","MIT","https://github.com/SuperchupuDev/tinyglobby"
"tldts-core@7.0.27","MIT","https://github.com/remusao/tldts"
"tldts@7.0.27","MIT","https://github.com/remusao/tldts"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"toidentifier@1.0.1","MIT","https://github.com/component/toidentifier"
"tough-cookie@6.0.1","BSD-3-Clause","https://github.com/salesforce/tough-cookie"
"ts-api-utils@2.5.0","MIT","https://github.com/JoshuaKGoldberg/ts-api-utils"
"ts-morph@26.0.0","MIT","https://github.com/dsherret/ts-morph"
"tsconfig-paths@3.15.0","MIT","https://github.com/dividab/tsconfig-paths"
"tsconfig-paths@4.2.0","MIT","https://github.com/dividab/tsconfig-paths"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"tw-animate-css@1.4.0","MIT","https://github.com/Wombosvideo/tw-animate-css"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"type-fest@5.5.0","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type-is@2.0.1","MIT","https://github.com/jshttp/type-is"
"typed-array-buffer@1.0.3","MIT","https://github.com/inspect-js/typed-array-buffer"
"typed-array-byte-length@1.0.3","MIT","https://github.com/inspect-js/typed-array-byte-length"
"typed-array-byte-offset@1.0.4","MIT","https://github.com/inspect-js/typed-array-byte-offset"
"typed-array-length@1.0.7","MIT","https://github.com/inspect-js/typed-array-length"
"typescript-eslint@8.57.1","MIT","https://github.com/typescript-eslint/typescript-eslint"
"typescript@5.9.3","Apache-2.0","https://github.com/microsoft/TypeScript"
"unbox-primitive@1.1.0","MIT","https://github.com/ljharb/unbox-primitive"
"undici-types@6.21.0","MIT","https://github.com/nodejs/undici"
"unicorn-magic@0.3.0","MIT","https://github.com/sindresorhus/unicorn-magic"
"universalify@2.0.1","MIT","https://github.com/RyanZim/universalify"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"unrs-resolver@1.11.1","MIT","https://github.com/unrs/unrs-resolver"
"until-async@3.0.2","MIT","https://github.com/kettanaito/until-async"
"update-browserslist-db@1.2.3","MIT","https://github.com/browserslist/update-db"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"use-sync-external-store@1.6.0","MIT","https://github.com/facebook/react"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"validate-npm-package-name@7.0.2","ISC","https://github.com/npm/validate-npm-package-name"
"vary@1.1.2","MIT","https://github.com/jshttp/vary"
"web-streams-polyfill@3.3.3","MIT","https://github.com/MattiasBuelens/web-streams-polyfill"
"webmidi@3.1.14","Apache-2.0","https://github.com/djipco/webmidi"
"which-boxed-primitive@1.1.1","MIT","https://github.com/inspect-js/which-boxed-primitive"
"which-builtin-type@1.2.1","MIT","https://github.com/inspect-js/which-builtin-type"
"which-collection@1.0.2","MIT","https://github.com/inspect-js/which-collection"
"which-typed-array@1.1.20","MIT","https://github.com/inspect-js/which-typed-array"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"which@4.0.0","ISC","https://github.com/npm/node-which"
"word-wrap@1.2.5","MIT","https://github.com/jonschlinkert/word-wrap"
"wrap-ansi@6.2.0","MIT","https://github.com/chalk/wrap-ansi"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"wsl-utils@0.3.1","MIT","https://github.com/sindresorhus/wsl-utils"
"y18n@5.0.8","ISC","https://github.com/yargs/y18n"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yargs-parser@21.1.1","ISC","https://github.com/yargs/yargs-parser"
"yargs@17.7.2","MIT","https://github.com/yargs/yargs"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
"yoctocolors-cjs@2.1.3","MIT","https://github.com/sindresorhus/yoctocolors"
"yoctocolors@2.1.2","MIT","https://github.com/sindresorhus/yoctocolors"
"zod-to-json-schema@3.25.1","ISC","https://github.com/StefanTerdell/zod-to-json-schema"
"zod-validation-error@4.0.2","MIT","https://github.com/causaly/zod-validation-error"
"zod@3.25.76","MIT","https://github.com/colinhacks/zod"
"zod@4.3.6","MIT","https://github.com/colinhacks/zod"
